Conversion_ID,Order_ID,Order_Date,Country,Channel,Campaign_ID,Campaign_Name,Customer_ID,Conversion_Type,Attributed_Revenue
CONV-012674,ORD-024484,2025-01-13,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,CUST-002631,Purchase,167.20
CONV-012675,ORD-025281,2025-12-12,France,Organic Search,,,CUST-010211,Purchase,1681.20
CONV-012676,ORD-018053,2025-03-02,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,CUST-016292,Assisted Purchase,837.47
CONV-012677,ORD-023094,2025-11-28,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,CUST-000817,Purchase,816.09
CONV-012678,ORD-022078,2025-11-10,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,CUST-019722,Purchase,170.95
CONV-012679,ORD-030152,2025-05-02,France,Email Marketing,CAMP-FR-EML-042,Newsletter FR,CUST-018683,Purchase,605.82
CONV-012680,ORD-025477,2025-02-16,France,Meta Ads,CAMP-FR-MTA-019,Summer Living FR,CUST-014975,Purchase,349.22
CONV-012681,ORD-014280,2025-12-10,France,Meta Ads,CAMP-FR-MTA-035,Christmas Inspiration FR,CUST-017559,Purchase,583.02
CONV-012682,ORD-024900,2025-10-27,France,Meta Ads,CAMP-FR-MTA-039,Black Friday Campaign FR,CUST-017918,Purchase,106.88
CONV-012683,ORD-020557,2025-12-24,France,Organic Search,,,CUST-018449,Purchase,2023.29
CONV-012684,ORD-019891,2025-02-15,France,Meta Ads,CAMP-FR-MTA-011,Spring Collection FR,CUST-003024,Purchase,638.57
CONV-012685,ORD-017486,2025-12-27,Spain,Meta Ads,CAMP-ES-MTA-022,Christmas Inspiration ES,CUST-016259,Purchase,169.37
CONV-012686,ORD-014453,2025-07-01,France,Email Marketing,CAMP-FR-EML-012,Seasonal Promotion FR,CUST-013132,Purchase,2396.82
CONV-012687,ORD-025683,2025-02-22,France,Google Ads,CAMP-FR-GGL-034,Furniture Search FR,CUST-016178,Assisted Purchase,690.22
CONV-012688,ORD-026729,2025-07-20,France,Organic Search,,,CUST-010239,Assisted Purchase,589.12
CONV-012689,ORD-020212,2025-04-03,France,Email Marketing,CAMP-FR-EML-003,Flash Sale FR,CUST-017934,Purchase,207.03
CONV-012690,ORD-027209,2025-12-03,France,Meta Ads,CAMP-FR-MTA-035,Christmas Inspiration FR,CUST-011132,Purchase,2788.50
CONV-012691,ORD-018591,2025-11-04,Spain,Google Ads,CAMP-ES-GGL-021,Black Friday Search ES,CUST-016461,Purchase,754.12
CONV-012692,ORD-019335,2025-01-01,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,CUST-010689,Purchase,1129.81
CONV-012693,ORD-018308,2025-06-16,France,Meta Ads,CAMP-FR-MTA-019,Summer Living FR,CUST-015892,Purchase,774.17
CONV-012694,ORD-019457,2025-12-07,France,Meta Ads,CAMP-FR-MTA-035,Christmas Inspiration FR,CUST-004651,Purchase,602.46
CONV-012695,ORD-026176,2025-03-20,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,CUST-019154,Purchase,414.46
CONV-012696,ORD-027096,2025-12-11,Spain,Email Marketing,CAMP-ES-EML-006,Flash Sale ES,CUST-014896,Purchase,405.49
CONV-012697,ORD-026274,2025-04-19,France,Google Ads,CAMP-FR-GGL-047,Christmas Search FR,CUST-005842,Purchase,345.21
CONV-012698,ORD-029226,2025-07-01,France,Email Marketing,CAMP-FR-EML-012,Seasonal Promotion FR,CUST-003542,Purchase,44.48
CONV-012699,ORD-026823,2025-04-22,France,Organic Search,,,CUST-010396,Purchase,5959.36
CONV-012700,ORD-INVALID-012699,2025-05-03,France,Meta Ads,CAMP-FR-MTA-011,Spring Collection FR ,CUST-015311,Purchase,410.98
CONV-012701,ORD-019974,2025-05-13,France,Email Marketing,CAMP-FR-EML-028,Product Launch FR,CUST-001976,Purchase,795.08
CONV-012702,ORD-023116,2025-11-29,Spain,Google Ads,CAMP-ES-GGL-021,Black Friday Search ES,CUST-011163,Purchase,203.61
CONV-012703,ORD-018600,2025-10-29,Spain,Meta Ads,CAMP-ES-MTA-014,Spain Expansion ES,CUST-000738,Assisted Purchase,540.22
CONV-012704,ORD-022855,2025-11-29,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,CUST-003872,Purchase,701.38
CONV-012705,ORD-013653,2025-10-14,Spain,Email Marketing,CAMP-ES-EML-023,Newsletter ES,CUST-011865,Assisted Purchase,264.73
CONV-012706,ORD-025870,2025-01-02,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,CUST-003274,Purchase,374.96
CONV-012707,ORD-022903,2025-06-17,France,Direct,,,CUST-004799,Purchase,436.05
CONV-012708,ORD-019930,2025-02-02,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,CUST-006917,Purchase,994.33
CONV-012709,ORD-013655,2025-12-02,France,Google Ads,CAMP-FR-GGL-047,Christmas Search FR,CUST-012760,Purchase,553.76
CONV-012710,ORD-020398,2025-07-29,France,Direct,,,CUST-018427,Purchase,1193.26
CONV-012711,ORD-027378,2025-11-13,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,CUST-012190,Purchase,369.83
CONV-012712,ORD-016290,2025-11-29,Portugal,Email Marketing,CAMP-PT-EML-009,Flash Sale PT,CUST-018298,Purchase,127.47
CONV-012713,ORD-025383,2025-10-22,Portugal,Google Ads,CAMP-PT-GGL-037,Furniture Search PT,CUST-006502,Purchase,135.87
CONV-012714,ORD-021475,2025-08-16,France,Organic Search,,,CUST-008704,Purchase,2675.37
CONV-012715,ORD-014814,2025-07-07,France,Organic Search,,,CUST-008236,Purchase,1029.29
CONV-012716,ORD-027370,2025-08-16,France,Organic Search,,,CUST-019561,Purchase,247.41
CONV-012717,ORD-027014,2025-04-08,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,CUST-009540,Purchase,599.77
CONV-012718,ORD-015001,2025-05-16,France,Organic Search,,,CUST-002452,Purchase,90.08
CONV-012719,ORD-014325,2025-11-22,Spain,Google Ads,CAMP-ES-GGL-021,Black Friday Search ES,CUST-012688,Purchase,1369.58
CONV-012720,ORD-020774,2025-10-18,Spain,Organic Search,,,CUST-018005,Assisted Purchase,176.52
CONV-012721,ORD-018753,2025-01-29,France,Direct,,,CUST-013650,Purchase,154.38
CONV-012722,ORD-020552,2025-10-05,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,CUST-019953,Purchase,776.59
CONV-012723,ORD-027001,2025-06-10,Portugal,Google Ads,CAMP-PT-GGL-016,Black Friday Search PT,CUST-010408,Purchase,923.28
CONV-012724,ORD-028271,2025-03-28,France,Meta Ads,CAMP-FR-MTA-011,Spring Collection FR,CUST-009726,Purchase,409.53
CONV-012725,ORD-030271,2025-11-04,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,CUST-012696,Assisted Purchase,820.89
CONV-012726,ORD-020544,2025-01-09,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,CUST-002417,Purchase,392.90
CONV-012727,ORD-013897,2025-02-26,France,Meta Ads,CAMP-FR-MTA-019,Summer Living FR,CUST-008369,Purchase,598.53
CONV-012728,ORD-020322,2025-04-22,Spain,Direct,,,CUST-011769,Purchase,214.76
CONV-012729,ORD-029563,2025-06-06,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,CUST-008666,Purchase,659.70
CONV-012730,ORD-013783,2025-11-10,France,Meta Ads,CAMP-FR-MTA-039,Black Friday Campaign FR,CUST-011524,Purchase,980.42
CONV-012731,ORD-027131,2025-06-10,Spain,Meta Ads,CAMP-ES-MTA-014,Spain Expansion ES,CUST-016452,Purchase,2117.88
CONV-012732,ORD-025788,2025-06-12,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,CUST-010522,Purchase,1782.69
CONV-012733,ORD-020577,2025-11-23,France,Organic Search,,,CUST-009183,Purchase,1815.16
CONV-012734,ORD-019104,2025-12-24,Spain,Organic Search,,,CUST-008389,Purchase,590.03
CONV-012735,ORD-015589,2025-07-07,Spain,Meta Ads,CAMP-ES-MTA-029,Summer Living ES,CUST-000360,Assisted Purchase,311.76
CONV-012736,ORD-029360,2025-04-05,France,Meta Ads,CAMP-FR-MTA-035,Christmas Inspiration FR,CUST-004631,Purchase,420.99
CONV-012737,ORD-024319,2025-10-11,France,Google Ads,CAMP-FR-GGL-034,Furniture Search FR,CUST-014432,Purchase,487.36
CONV-012738,ORD-013781,2025-01-07,France,Direct,,,CUST-010147,Purchase,493.83
CONV-012739,ORD-028470,2025-12-26,Spain,Meta Ads,CAMP-ES-MTA-022,Christmas Inspiration ES,CUST-016307,Purchase,441.83
CONV-012740,ORD-017119,2025-11-11,Spain,Direct,,,CUST-002246,Purchase,804.19
CONV-012741,ORD-015366,2025-05-08,Spain,Meta Ads,CAMP-ES-MTA-014,Spain Expansion ES,CUST-001038,Purchase,153.69
CONV-012742,ORD-029843,2025-11-29,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,CUST-012395,Purchase,390.12
CONV-012743,ORD-028564,2025-11-02,Spain,Meta Ads,CAMP-ES-MTA-045,Black Friday Campaign ES,CUST-016298,Purchase,342.21
CONV-012744,ORD-020854,2025-10-31,Spain,Meta Ads,CAMP-ES-MTA-014,Spain Expansion ES,CUST-003560,Purchase,804.47
CONV-012745,ORD-030132,2025-12-24,France,Organic Search,,,CUST-000047,Purchase,856.57
CONV-012746,ORD-014895,2025-05-23,Portugal,Meta Ads,CAMP-PT-MTA-025,Summer Living PT,CUST-005922,Purchase,238.47
CONV-012747,ORD-021310,2025-11-10,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,CUST-008630,Purchase,390.50
CONV-012748,ORD-022456,2025-07-12,Spain,Email Marketing,CAMP-ES-EML-015,Seasonal Promotion ES,CUST-015264,Purchase,615.69
CONV-012749,ORD-025544,2025-04-21,Spain,Organic Search,,,CUST-003119,Purchase,1989.65
CONV-012750,ORD-029262,2025-02-16,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,CUST-010287,Purchase,1741.64
CONV-012751,ORD-015017,2025-12-14,Spain,Direct,,,CUST-016508,Purchase,474.56
CONV-012752,ORD-029415,2025-03-31,France,Meta Ads,CAMP-FR-MTA-011,Spring Collection FR,CUST-016280,Purchase,1034.21
CONV-012753,ORD-013847,2025-04-12,France,Email Marketing,CAMP-FR-EML-042,Newsletter FR,CUST-017811,Purchase,755.10
CONV-012754,ORD-023071,2025-02-20,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,CUST-014028,Purchase,1009.18
CONV-012755,ORD-018459,2025-01-04,Portugal,Organic Search,,,CUST-001927,Purchase,417.92
CONV-012756,ORD-022312,2025-02-28,France,Google Ads,CAMP-FR-GGL-047,Christmas Search FR,CUST-015673,Purchase,565.76
CONV-012757,ORD-025250,2025-01-25,France,Email Marketing,CAMP-FR-EML-003,Flash Sale FR,CUST-006589,Purchase,50.50
CONV-012758,ORD-027950,2025-11-26,France,Organic Search,,,CUST-017518,Purchase,240.69
CONV-012759,ORD-018768,2025-09-07,France,Direct,,,CUST-011975,Purchase,145.99
CONV-012760,ORD-019851,2025-06-13,France,Direct,,,CUST-012682,Purchase,904.19
CONV-012761,ORD-019382,2025-11-13,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,CUST-009157,Purchase,619.03
CONV-012762,ORD-015918,2025-12-19,France,Organic Search,,,CUST-002743,Purchase,897.06
CONV-012763,ORD-029831,2025-04-05,Spain,Meta Ads,CAMP-ES-MTA-014,Spain Expansion ES,CUST-005589,Purchase,961.86
CONV-012764,ORD-015282,2025-06-20,Spain,Organic Search,,,CUST-011245,Purchase,308.44
CONV-012765,ORD-024321,2025-06-05,Portugal,Organic Search,,,CUST-012207,Purchase,1005.99
CONV-012766,ORD-024109,2025-01-26,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,CUST-018859,Assisted Purchase,199.42
CONV-012767,ORD-017842,2025-02-05,France,Meta Ads,CAMP-FR-MTA-039,Black Friday Campaign FR,CUST-006226,Purchase,173.53
CONV-012768,ORD-029848,2025-07-31,France,Direct,,,CUST-008509,Purchase,1293.76
CONV-012769,ORD-013810,2025-12-08,France,Organic Search,,,CUST-007854,Purchase,620.97
CONV-012770,ORD-027231,2025-05-17,Spain,Meta Ads,CAMP-ES-MTA-014,Spain Expansion ES,CUST-009701,Purchase,378.63
CONV-012771,ORD-028870,2025-03-29,Spain,Email Marketing,CAMP-ES-EML-015,Seasonal Promotion ES,CUST-018662,Purchase,2312.11
CONV-012772,ORD-022799,2025-12-10,France,Meta Ads,CAMP-FR-MTA-035,Christmas Inspiration FR,CUST-013650,Purchase,428.45
CONV-012773,ORD-023008,2025-08-24,France,Meta Ads,CAMP-FR-MTA-039,Black Friday Campaign FR,CUST-000294,Purchase,164.53
CONV-012774,ORD-027685,2025-02-16,Portugal,Email Marketing,CAMP-PT-EML-009,Flash Sale PT,CUST-014991,Purchase,136.13
CONV-012775,ORD-017852,2025-03-28,Portugal,Google Ads,CAMP-PT-GGL-016,Black Friday Search PT,CUST-011446,Purchase,1586.20
CONV-012776,ORD-014039,2025-12-03,France,Meta Ads,CAMP-FR-MTA-035,Christmas Inspiration FR,CUST-007195,Purchase,583.51
CONV-012777,ORD-019617,2025-01-14,Portugal,Direct,,,CUST-015646,Purchase,734.73
CONV-012778,ORD-020634,2025-11-16,Spain,Email Marketing,CAMP-ES-EML-015,Seasonal Promotion ES,CUST-000249,Purchase,508.46
CONV-012779,ORD-022943,2025-09-18,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,CUST-019111,Purchase,889.06
CONV-012780,ORD-026747,2025-09-16,France,Google Ads,CAMP-FR-GGL-010,Home Decor Search FR,CUST-010496,Purchase,1000.38
CONV-012781,ORD-028133,2025-11-02,France,Email Marketing,CAMP-FR-EML-012,Seasonal Promotion FR,CUST-002571,Purchase,1217.76
CONV-012782,ORD-020275,2025-03-10,France,Meta Ads,CAMP-FR-MTA-039,Black Friday Campaign FR,CUST-000088,Purchase,706.88
CONV-012783,ORD-025634,2025-09-08,Spain,Google Ads,CAMP-ES-GGL-004,Seasonal Search ES,CUST-015676,Purchase,334.96
CONV-012784,ORD-025166,2025-06-18,France,Direct,,,CUST-009025,Purchase,209.86
CONV-012785,ORD-016712,2025-10-28,France,Meta Ads,CAMP-FR-MTA-011,Spring Collection FR,CUST-011266,Purchase,1075.83
CONV-012786,ORD-019665,2025-11-02,France,Email Marketing,CAMP-FR-EML-012,Seasonal Promotion FR,CUST-011167,Purchase,340.58
CONV-012787,ORD-016079,2025-12-12,France,Direct,,,CUST-018720,Assisted Purchase,741.91
CONV-012788,ORD-INVALID-012787,2025-11-04,France,Direct,,,CUST-013166,Purchase,209.69
CONV-012789,ORD-030469,2025-10-19,France,Email Marketing,CAMP-FR-EML-003,Flash Sale FR,CUST-018655,Purchase,444.13
CONV-012790,ORD-016135,2025-06-28,France,Google Ads,CAMP-FR-GGL-010,Home Decor Search FR,CUST-003644,Purchase,429.28
CONV-012791,ORD-015847,2025-12-06,France,Meta Ads,CAMP-FR-MTA-035,Christmas Inspiration FR,CUST-012592,Purchase,1002.39
CONV-012792,ORD-023598,2025-04-16,Spain,Google Ads,CAMP-ES-GGL-021,Black Friday Search ES,CUST-006728,Purchase,249.02
CONV-012793,ORD-022454,2025-05-14,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,CUST-004276,Purchase,1015.16
CONV-012794,ORD-023363,2025-06-26,Spain,Google Ads,CAMP-ES-GGL-043,Home Decor Search ES,CUST-004975,Purchase,146.18
CONV-012795,ORD-029518,2025-06-11,Spain,Google Ads,CAMP-ES-GGL-036,Furniture Search ES,CUST-007395,Purchase,102.53
CONV-012796,ORD-027010,2025-02-01,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,CUST-015318,Purchase,930.46
CONV-012797,ORD-017059,2025-11-23,France,Email Marketing,CAMP-FR-EML-012,Seasonal Promotion FR,CUST-004536,Purchase,193.06
CONV-012798,ORD-019586,2025-08-31,France,Direct,,,CUST-009937,Purchase,1897.75
CONV-012799,ORD-015091,2025-11-29,Spain,Google Ads,CAMP-ES-GGL-021,Black Friday Search ES,CUST-014901,Purchase,429.12
CONV-012800,ORD-014443,2025-07-25,France,Meta Ads,CAMP-FR-MTA-019,Summer Living FR,CUST-004084,Purchase,2706.11
CONV-012801,ORD-020878,2025-05-24,France,Meta Ads,CAMP-FR-MTA-035,Christmas Inspiration FR,CUST-009175,Purchase,265.18
CONV-012802,ORD-026546,2025-06-06,France,Organic Search,,,CUST-007653,Purchase,2467.08
CONV-012803,ORD-024026,2025-10-30,France,Direct,,,CUST-008380,Assisted Purchase,501.19
CONV-012804,ORD-015513,2025-12-07,Portugal,Google Ads,CAMP-PT-GGL-024,Christmas Search PT,CUST-015328,Purchase,149.35
CONV-012805,ORD-028461,2025-02-27,Portugal,Direct,,,CUST-009459,Purchase,289.67
CONV-012806,ORD-029570,2025-11-02,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,CUST-017600,Purchase,224.52
CONV-012807,ORD-020429,2025-06-06,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,CUST-014616,Purchase,1739.96
CONV-012808,ORD-024358,2025-03-24,France,Meta Ads,CAMP-FR-MTA-039,Black Friday Campaign FR,CUST-002926,Purchase,634.70
CONV-012809,ORD-014701,2025-01-14,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,CUST-010825,Purchase,237.90
CONV-012810,ORD-016723,2025-01-11,France,Direct,,,CUST-000190,Purchase,1467.78
CONV-012811,ORD-020972,2025-10-04,Portugal,Meta Ads,CAMP-PT-MTA-017,Black Friday Campaign PT,CUST-009437,Purchase,1440.12
CONV-012812,ORD-027546,2025-03-03,Spain,Organic Search,,,CUST-019857,Assisted Purchase,410.23
CONV-012813,ORD-028102,2025-06-09,France,Organic Search,,,CUST-011943,Purchase,381.01
CONV-012814,ORD-023270,2025-01-11,Spain,Organic Search,,,CUST-001371,Purchase,223.21
CONV-012815,ORD-024087,2025-06-27,France,Meta Ads,CAMP-FR-MTA-019,Summer Living FR,CUST-010464,Purchase,722.06
CONV-012816,ORD-028996,2025-09-18,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,CUST-018461,Purchase,161.96
CONV-012817,ORD-023027,2025-11-19,Spain,Meta Ads,CAMP-ES-MTA-045,Black Friday Campaign ES,CUST-004068,Purchase,214.24
CONV-012818,ORD-025739,2025-01-18,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,CUST-004312,Purchase,1053.83
CONV-012819,ORD-021960,2025-10-19,France,Meta Ads,CAMP-FR-MTA-019,Summer Living FR,CUST-010259,Purchase,575.80
CONV-012820,ORD-019597,2025-09-01,France,Meta Ads,CAMP-FR-MTA-011,Spring Collection FR,CUST-001699,Purchase,687.76
CONV-012821,ORD-027601,2025-10-17,Spain,Email Marketing,CAMP-ES-EML-015,Seasonal Promotion ES,CUST-019387,Purchase,365.74
CONV-012822,ORD-020184,2025-11-24,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,CUST-016574,Purchase,209.23
CONV-012823,ORD-016372,2025-06-01,France,Organic Search,,,CUST-019799,Purchase,113.31
CONV-012824,ORD-030355,2025-03-19,France,Organic Search,,,CUST-018576,Assisted Purchase,71.05
CONV-012825,ORD-027551,2025-12-11,Portugal,Meta Ads,CAMP-PT-MTA-044,Christmas Inspiration PT,CUST-004082,Purchase,217.34
CONV-012826,ORD-029905,2025-06-03,Spain,Meta Ads,CAMP-ES-MTA-014,Spain Expansion ES,CUST-006731,Purchase,730.79
CONV-012827,ORD-019588,2025-08-14,France,Google Ads,CAMP-FR-GGL-034,Furniture Search FR,CUST-002426,Assisted Purchase,515.84
CONV-012828,ORD-026925,2025-12-25,France,Google Ads,CAMP-FR-GGL-047,Christmas Search FR,CUST-005378,Purchase,272.03
CONV-012829,ORD-022516,2025-10-31,France,Email Marketing,CAMP-FR-EML-012,Seasonal Promotion FR,CUST-019889,Purchase,532.83
CONV-012830,ORD-022296,2025-05-27,Spain,Meta Ads,CAMP-ES-MTA-014,Spain Expansion ES,CUST-019102,Assisted Purchase,761.80
CONV-012831,ORD-018345,2025-01-09,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,CUST-004791,Purchase,58.57
CONV-012832,ORD-027646,2025-07-14,France,Direct,,,CUST-011644,Purchase,386.55
CONV-012833,ORD-020367,2025-10-01,France,Email Marketing,CAMP-FR-EML-012,Seasonal Promotion FR,CUST-017997,Purchase,3111.71
CONV-012834,ORD-022864,2025-04-29,France,Google Ads,CAMP-FR-GGL-027,Brand Search FR,CUST-006922,Purchase,897.06
CONV-012835,ORD-022299,2025-05-11,Spain,Google Ads,CAMP-ES-GGL-043,Home Decor Search ES,CUST-012110,Purchase,710.73
CONV-012836,ORD-017482,2025-06-03,France,Meta Ads,CAMP-FR-MTA-019,Summer Living FR,CUST-017853,Purchase,1219.08
CONV-012837,ORD-019297,2025-07-21,France,Google Ads,CAMP-FR-GGL-010,Home Decor Search FR,CUST-014760,Purchase,1674.24
CONV-012838,ORD-029174,2025-10-30,France,Google Ads,CAMP-FR-GGL-027,Brand Search FR,CUST-015238,Purchase,172.36
CONV-012839,ORD-025369,2025-05-16,France,Email Marketing,CAMP-FR-EML-042,Newsletter FR,CUST-007642,Purchase,286.94
CONV-012840,ORD-018326,2025-07-15,Portugal,Google Ads,CAMP-PT-GGL-046,Home Decor Search PT,CUST-015246,Purchase,612.87
CONV-012841,ORD-018440,2025-12-22,Spain,Meta Ads,CAMP-ES-MTA-022,Christmas Inspiration ES,CUST-007112,Purchase,702.53
CONV-012842,ORD-014352,2025-07-08,Spain,Organic Search,,,CUST-013759,Purchase,379.17
CONV-012843,ORD-026787,2025-12-08,France,Organic Search,,,CUST-007367,Purchase,792.46
CONV-012844,ORD-016109,2025-03-20,France,Organic Search,,,CUST-019475,Assisted Purchase,476.00
CONV-012845,ORD-017109,2025-06-07,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,CUST-007274,Purchase,6948.34
CONV-012846,ORD-028036,2025-12-04,France,Meta Ads,CAMP-FR-MTA-035,Christmas Inspiration FR,CUST-005014,Purchase,716.82
CONV-012847,ORD-028735,2025-09-27,France,Meta Ads,CAMP-FR-MTA-035,Christmas Inspiration FR,CUST-006871,Purchase,1251.94
CONV-012848,ORD-029461,2025-04-02,Spain,Google Ads,CAMP-ES-GGL-013,Brand Search ES,CUST-019570,Purchase,753.23
CONV-012849,ORD-025665,2025-03-15,France,Organic Search,,,CUST-009238,Purchase,546.93
CONV-012850,ORD-017844,2025-11-11,France,Meta Ads,CAMP-FR-MTA-039,Black Friday Campaign FR,CUST-014917,Assisted Purchase,115.59
CONV-012851,ORD-022166,2025-11-04,France,Meta Ads,CAMP-FR-MTA-039,Black Friday Campaign FR,CUST-006902,Purchase,289.66
CONV-012852,ORD-029424,2025-11-15,France,Organic Search,,,CUST-002889,Purchase,903.70
CONV-012853,ORD-018941,2025-11-21,France,Direct,,,CUST-001095,Purchase,359.12
CONV-012854,ORD-028584,2025-06-15,France,Meta Ads,CAMP-FR-MTA-019,Summer Living FR,CUST-007250,Purchase,421.97
CONV-012855,ORD-017961,2025-12-16,France,Organic Search,,,CUST-001057,Purchase,1239.05
CONV-012856,ORD-026928,2025-09-05,France,Organic Search,,,CUST-014850,Purchase,221.59
CONV-012857,ORD-027132,2025-03-04,France,Meta Ads,CAMP-FR-MTA-039,Black Friday Campaign FR,CUST-017317,Purchase,1470.30
CONV-012858,ORD-025548,2025-09-11,Spain,Meta Ads,CAMP-ES-MTA-014,Spain Expansion ES,CUST-016200,Assisted Purchase,325.25
CONV-012859,ORD-021741,2025-10-15,France,Google Ads,CAMP-FR-GGL-027,Brand Search FR,CUST-000498,Purchase,149.46
CONV-012860,ORD-014606,2025-01-27,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,CUST-004019,Purchase,951.36
CONV-012861,ORD-029273,2025-09-15,Portugal,Google Ads,CAMP-PT-GGL-016,Black Friday Search PT,CUST-007113,Purchase,611.70
CONV-012862,ORD-028373,2025-05-02,Spain,Email Marketing,CAMP-ES-EML-048,Welcome Series ES,CUST-014193,Purchase,1737.82
CONV-012863,ORD-027804,2025-01-25,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,CUST-017234,Purchase,541.98
CONV-012864,ORD-028389,2025-07-17,Portugal,Google Ads,CAMP-PT-GGL-024,Christmas Search PT,CUST-007937,Purchase,677.00
CONV-012865,ORD-022920,2025-10-20,Portugal,Google Ads,CAMP-PT-GGL-037,Furniture Search PT,CUST-018936,Purchase,353.11
CONV-012866,ORD-021423,2025-07-17,Spain,Email Marketing,CAMP-ES-EML-023,Newsletter ES,CUST-017270,Purchase,1404.79
CONV-012867,ORD-025023,2025-11-24,France,Meta Ads,CAMP-FR-MTA-039,Black Friday Campaign FR,CUST-018021,Purchase,944.03
CONV-012868,ORD-014125,2025-11-02,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,CUST-008940,Purchase,241.46
CONV-012869,ORD-022159,2025-12-13,Spain,Google Ads,CAMP-ES-GGL-049,Christmas Search ES,CUST-009671,Purchase,160.66
CONV-012870,ORD-024258,2025-02-19,Portugal,Organic Search,,,CUST-012995,Purchase,602.72
CONV-012871,ORD-020900,2025-07-20,France,Google Ads,CAMP-FR-GGL-047,Christmas Search FR,CUST-010172,Purchase,918.43
CONV-012872,ORD-022755,2025-10-28,France,Email Marketing,CAMP-FR-EML-003,Flash Sale FR,CUST-019229,Purchase,732.50
CONV-012873,ORD-016655,2025-01-05,Portugal,Organic Search,,,CUST-015776,Purchase,3856.86
CONV-012874,ORD-021729,2025-12-21,France,Organic Search,,,CUST-016112,Purchase,420.53
CONV-012875,ORD-027294,2025-03-26,France,Email Marketing,CAMP-FR-EML-020,Loyal Customer Offer FR,CUST-001508,Purchase,788.42
CONV-012876,ORD-029385,2025-10-25,France,Email Marketing,CAMP-FR-EML-042,Newsletter FR,CUST-000022,Purchase,402.91
CONV-012877,ORD-027142,2025-12-05,France,Meta Ads,CAMP-FR-MTA-035,Christmas Inspiration FR,CUST-003323,Purchase,1530.05
CONV-012878,ORD-020928,2025-12-10,Spain,Organic Search,,,CUST-004131,Purchase,911.40
CONV-012879,ORD-016880,2025-02-08,France,Email Marketing,CAMP-FR-EML-012,Seasonal Promotion FR,CUST-017093,Purchase,580.13
CONV-012880,ORD-023330,2025-04-08,Spain,Meta Ads,CAMP-ES-MTA-014,Spain Expansion ES,CUST-015802,Purchase,472.29
CONV-012881,ORD-015148,2025-06-25,Spain,Google Ads,CAMP-ES-GGL-021,Black Friday Search ES,CUST-012620,Purchase,480.62
CONV-012882,ORD-027164,2025-11-23,Spain,Meta Ads,CAMP-ES-MTA-045,Black Friday Campaign ES,CUST-005879,Purchase,456.87
CONV-012883,ORD-016798,2025-04-28,France,Direct,,,CUST-013474,Purchase,846.04
CONV-012884,ORD-019748,2025-06-24,France,Organic Search,,,CUST-009933,Assisted Purchase,717.41
CONV-012885,ORD-023482,2025-07-14,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,CUST-009067,Purchase,262.90
CONV-012886,ORD-026741,2025-01-03,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,CUST-001244,Purchase,153.52
CONV-012887,ORD-017178,2025-07-23,Spain,Google Ads,CAMP-ES-GGL-004,Seasonal Search ES,CUST-017051,Purchase,136.57
CONV-012888,ORD-017101,2025-07-05,France,Email Marketing,CAMP-FR-EML-012,Seasonal Promotion FR,CUST-000334,Purchase,285.53
CONV-012889,ORD-015355,2025-06-30,Spain,Organic Search,,,CUST-002813,Purchase,939.96
