Return_ID,Order_ID,Order_Line_ID,Return_Date,Return_Reason,Return_Amount,Return_Quantity
RET-003265,ORD-016671,LINE-030065,2025-12-31,Damaged Product,169.71,1
RET-003266,ORD-025847,LINE-046538,2025-08-09,Customer Changed Mind,155.98,1
RET-003267,ORD-020898,LINE-037707,2025-12-31,Damaged Product,557.22,1
RET-003268,ORD-030460,LINE-054940,2025-06-05,Customer Changed Mind,453.24,1
RET-003269,ORD-025417,LINE-045766,2025-12-10,Delivery Issue,111.58,1
RET-003270,ORD-026134,LINE-047060,2025-12-13,Customer Changed Mind,159.47,1
RET-003271,ORD-024660,LINE-044445,2025-10-24,Wrong Product,363.62,1
RET-003272,ORD-015165,LINE-027327,2025-07-07,Wrong Product,457.87,1
RET-003273,ORD-026984,LINE-048610,2025-12-14,Customer Changed Mind,202.88,1
RET-003274,ORD-015052,LINE-027111,2025-05-10,Product Not As Expected,261.29,1
RET-003275,ORD-021442,LINE-038699,2025-05-13,Customer Changed Mind,106.3,1
RET-003276,ORD-021301,LINE-038447,2025-11-09,Customer Changed Mind,829.52,2
RET-003277,ORD-028449,LINE-051272,2025-12-31,Damaged Product,265.91,1
RET-003278,ORD-027254,LINE-049136,2025-05-29,Delivery Issue,198.04,1
RET-003279,ORD-024268,LINE-043762,2025-10-11,Product Not As Expected,359.18,2
RET-003280,ORD-028978,LINE-052226,2025-12-31,Product Not As Expected,587.27,1
RET-003281,ORD-022574,LINE-040776,2025-04-14,Wrong Product,497.74,1
RET-003282,ORD-022273,LINE-040240,2025-03-31,Product Not As Expected,464.27,1
RET-003283,ORD-023028,LINE-041606,2025-06-28,Damaged Product,367.27,2
RET-003284,ORD-019581,LINE-035337,2025-07-31,Product Not As Expected,436.33,1
RET-003285,ORD-019443,LINE-035073,2025-09-10,Product Not As Expected,576.05,2
RET-003286,ORD-019188,LINE-034605,2025-08-05,Product Not As Expected,753.69,1
RET-003287,ORD-027073,LINE-048786,2025-05-02,Product Not As Expected,130.64,1
RET-003288,ORD-014449,LINE-025981,2025-09-17,Delivery Issue,1613.2,4
RET-003289,ORD-022060,LINE-039831,2025-02-20,Product Not As Expected,746.08,3
RET-003290,ORD-029432,LINE-053040,2025-03-12,Delivery Issue,411.21,1
RET-003291,ORD-017532,LINE-031591,2025-06-22,Customer Changed Mind,155.86,1
RET-003292,ORD-015923,LINE-028706,2025-04-01,Damaged Product,233.44,1
RET-003293,ORD-026720,LINE-048122,2025-12-03,Product Not As Expected,117.54,1
RET-003294,ORD-028201,LINE-050829,2025-07-10,Damaged Product,107.14,1
RET-003295,ORD-018789,LINE-033879,2025-12-09,Damaged Product,147.15,1
RET-003296,ORD-016467,LINE-029701,2025-12-12,Wrong Product,438.64,1
RET-003297,ORD-019286,LINE-034782,2025-10-29,Product Not As Expected,122.62,1
RET-003298,ORD-020384,LINE-036772,2025-11-16,Product Not As Expected,2152.74,3
RET-003299,ORD-024209,LINE-043644,2025-08-14,Wrong Product,114.25,3
RET-003300,ORD-026760,LINE-048201,2025-11-16,Damaged Product,498.13,1
RET-003301,ORD-016240,LINE-029279,2025-04-25,Product Not As Expected,197.06,1
RET-003302,ORD-017004,LINE-030667,2025-11-03,Delivery Issue,123.47,1
RET-003303,ORD-027832,LINE-050173,2025-08-04,Delivery Issue,130.26,1
RET-003304,ORD-026424,LINE-047570,2025-08-12,Customer Changed Mind,238.08,1
RET-003305,ORD-023233,LINE-041956,2025-06-15,Customer Changed Mind,166.72,1
RET-003306,ORD-018702,LINE-033737,2025-11-13,Customer Changed Mind,253.02,1
RET-003307,ORD-021851,LINE-039449,2025-12-14,Customer Changed Mind,154.53,1
RET-003308,ORD-017605,LINE-031733,2025-07-07,Wrong Product,556.05,1
RET-003309,ORD-023608,LINE-042582,2025-06-24,Damaged Product,732.07,3
RET-003310,ORD-018518,LINE-033403,2025-06-26,Product Not As Expected,160.41,1
RET-003311,ORD-026295,LINE-047339,2025-12-19,Delivery Issue,500.98,1
RET-003312,ORD-024931,LINE-044918,2025-12-23,Wrong Product,195.66,1
RET-003313,ORD-026064,LINE-046941,2025-12-31,Wrong Product,112.86,1
RET-003314,ORD-027279,LINE-049187,2025-03-11,Product Not As Expected,345.35,1
RET-003315,ORD-029372,LINE-052937,2025-12-31,Damaged Product,724.86,1
RET-003316,ORD-017430,LINE-031415,2025-07-01,Customer Changed Mind,194.02,2
RET-003317,ORD-029204,LINE-052635,2025-11-03,Customer Changed Mind,195.42,1
RET-003318,ORD-030481,LINE-054979,2025-03-04,Customer Changed Mind,163.0,2
RET-003319,ORD-026046,LINE-046908,2025-11-24,Customer Changed Mind,236.14,1
RET-003320,ORD-014608,LINE-026283,2025-08-07,Customer Changed Mind,186.04,1
RET-003321,ORD-021376,LINE-038578,2025-07-16,Customer Changed Mind,374.31,3
RET-003322,ORD-014733,LINE-026516,2025-05-12,Damaged Product,111.47,1
RET-003323,ORD-028340,LINE-051076,2025-07-18,Product Not As Expected,314.2,1
RET-003324,ORD-016561,LINE-029873,2025-07-28,Product Not As Expected,393.39,1
RET-003325,ORD-015287,LINE-027535,2025-09-02,Wrong Product,101.65,1
RET-003326,ORD-016650,LINE-030030,2025-09-18,Customer Changed Mind,556.52,2
RET-003327,ORD-016005,LINE-028845,2025-11-03,Wrong Product,1353.89,1
RET-003328,ORD-024083,LINE-043415,2025-07-23,Product Not As Expected,400.09,1
RET-003329,ORD-023971,LINE-043221,2025-02-11,Damaged Product,136.24,1
RET-003330,ORD-019280,LINE-034773,2025-10-07,Product Not As Expected,234.2,1
RET-003331,ORD-017328,LINE-031245,2025-11-28,Delivery Issue,177.16,1
RET-003332,ORD-019929,LINE-035945,2025-12-31,Customer Changed Mind,142.19,1
RET-003333,ORD-029291,LINE-052793,2025-05-28,Customer Changed Mind,498.33,2
RET-003334,ORD-019160,LINE-034559,2025-07-19,Customer Changed Mind,178.78,1
RET-003335,ORD-026978,LINE-048602,2025-12-31,Wrong Product,488.04,2
RET-003336,ORD-019591,LINE-035356,2025-11-15,Product Not As Expected,453.21,1
RET-003337,ORD-023938,LINE-043168,2025-09-26,Product Not As Expected,431.64,1
RET-003338,ORD-017293,LINE-031181,2025-10-12,Customer Changed Mind,385.48,1
RET-003339,ORD-023136,LINE-041784,2025-11-09,Wrong Product,489.41,1
RET-003340,ORD-021968,LINE-039659,2025-10-28,Damaged Product,500.12,2
RET-003341,ORD-020468,LINE-036928,2025-12-17,Product Not As Expected,302.8,1
RET-003342,ORD-022961,LINE-041472,2025-11-04,Product Not As Expected,553.61,1
RET-003343,ORD-027470,LINE-049555,2025-08-01,Customer Changed Mind,137.07,1
RET-003344,ORD-024578,LINE-044299,2025-06-07,Product Not As Expected,1862.25,1
RET-003345,ORD-023229,LINE-041948,2025-12-31,Wrong Product,315.18,1
RET-003346,ORD-023556,LINE-042493,2025-10-30,Damaged Product,145.77,1
RET-003347,ORD-023289,LINE-042048,2025-07-16,Wrong Product,394.79,1
RET-003348,ORD-024758,LINE-044632,2025-12-31,Customer Changed Mind,514.22,2
RET-003349,ORD-017879,LINE-032236,2025-07-02,Product Not As Expected,163.32,1
RET-003350,ORD-015871,LINE-028613,2026-01-03,Product Not As Expected,492.31,2
RET-003351,ORD-027708,LINE-049963,2025-09-17,Product Not As Expected,986.54,2
RET-003352,ORD-020962,LINE-037815,2025-10-23,Delivery Issue,194.98,2
RET-003353,ORD-019609,LINE-035391,2025-02-03,Damaged Product,1274.19,2
RET-003354,ORD-025240,LINE-045444,2025-12-18,Product Not As Expected,1017.9,1
RET-003355,ORD-025594,LINE-046076,2025-02-07,Product Not As Expected,784.13,1
RET-003356,ORD-024416,LINE-044015,2025-09-15,Damaged Product,1069.84,2
RET-003357,ORD-018588,LINE-033527,2025-12-31,Customer Changed Mind,91.89,1
RET-003358,ORD-022382,LINE-040424,2025-12-18,Product Not As Expected,254.12,1
RET-003359,ORD-016779,LINE-030259,2025-12-22,Damaged Product,372.92,1
RET-003360,ORD-020376,LINE-036758,2025-12-23,Customer Changed Mind,320.76,1
RET-003361,ORD-020115,LINE-036292,2025-05-06,Damaged Product,624.94,2
RET-003362,ORD-029163,LINE-052559,2025-06-02,Product Not As Expected,1153.49,1
RET-003363,ORD-017187,LINE-030990,2025-07-02,Customer Changed Mind,110.77,1
RET-003364,ORD-015387,LINE-027731,2025-03-05,Delivery Issue,381.97,1
RET-003365,ORD-024738,LINE-044593,2025-04-09,Product Not As Expected,496.89,1
RET-003366,ORD-021869,LINE-039480,2025-06-09,Customer Changed Mind,295.26,1
RET-003367,ORD-029421,LINE-053023,2025-07-30,Damaged Product,419.19,1
RET-003368,ORD-029618,LINE-053381,2025-03-21,Product Not As Expected,76.93,1
RET-003369,ORD-015040,LINE-027091,2025-05-06,Customer Changed Mind,501.47,1
RET-003370,ORD-028677,LINE-051684,2025-05-11,Customer Changed Mind,1490.13,3
RET-003371,ORD-028207,LINE-050841,2025-03-19,Wrong Product,138.93,1
RET-003372,ORD-015582,LINE-028078,2025-07-28,Damaged Product,805.37,1
RET-003373,ORD-020765,LINE-037463,2025-05-11,Customer Changed Mind,219.16,1
RET-003374,ORD-028629,LINE-051599,2025-10-19,Product Not As Expected,534.64,1
RET-003375,ORD-028172,LINE-050781,2025-12-29,Damaged Product,166.07,1
RET-003376,ORD-014579,LINE-026224,2025-07-19,Damaged Product,312.94,1
RET-003377,ORD-028083,LINE-050617,2025-08-25,Customer Changed Mind,99.63,1
RET-003378,ORD-020600,LINE-037159,2025-07-25,Customer Changed Mind,281.95,1
RET-003379,ORD-016791,LINE-030279,2025-09-23,Customer Changed Mind,288.56,1
RET-003380,ORD-017311,LINE-031215,2025-12-31,Customer Changed Mind,304.55,1
RET-003381,ORD-027310,LINE-049254,2025-06-24,Damaged Product,175.35,1
RET-003382,ORD-016219,LINE-029235,2025-11-02,Customer Changed Mind,1329.79,1
RET-003383,ORD-024476,LINE-044119,2025-07-23,Damaged Product,247.04,2
RET-003384,ORD-018050,LINE-032558,2025-11-01,Customer Changed Mind,192.11,1
RET-003385,ORD-024271,LINE-043768,2025-02-07,Customer Changed Mind,270.94,2
RET-003386,ORD-021083,LINE-038051,2025-06-29,Customer Changed Mind,248.47,1
RET-003387,ORD-017388,LINE-031351,2025-05-31,Product Not As Expected,81.21,1
RET-003388,ORD-020193,LINE-036425,2025-12-31,Product Not As Expected,122.33,1
RET-003389,ORD-014271,LINE-025676,2025-12-30,Damaged Product,280.0,2
RET-003390,ORD-028821,LINE-051946,2025-12-09,Customer Changed Mind,337.81,1
RET-003391,ORD-022356,LINE-040382,2025-11-07,Product Not As Expected,124.08,1
RET-003392,ORD-021355,LINE-038544,2025-08-17,Delivery Issue,323.36,2
RET-003393,ORD-029179,LINE-052586,2026-01-01,Customer Changed Mind,221.06,1
RET-003394,ORD-024692,LINE-044508,2025-07-20,Delivery Issue,73.41,1
RET-003395,ORD-019214,LINE-034656,2025-09-18,Product Not As Expected,1045.55,1
RET-003396,ORD-023080,LINE-041690,2025-12-31,Damaged Product,218.61,1
RET-003397,ORD-017790,LINE-032063,2025-02-10,Customer Changed Mind,231.74,1
RET-003398,ORD-014871,LINE-026786,2025-12-25,Product Not As Expected,100.42,1
RET-003399,ORD-028364,LINE-051115,2025-02-25,Customer Changed Mind,937.31,1
RET-003400,ORD-025454,LINE-045831,2025-07-24,Product Not As Expected,114.19,1
RET-003401,ORD-029900,LINE-053920,2025-10-07,Customer Changed Mind,240.88,1
RET-003402,ORD-014632,LINE-026324,2025-11-15,Wrong Product,157.67,1
RET-003403,ORD-019064,LINE-034392,2025-11-02,Delivery Issue,284.02,1
RET-003404,ORD-025480,LINE-045875,2025-08-23,Damaged Product,103.17,1
RET-003405,ORD-015325,LINE-027615,2025-03-13,Product Not As Expected,159.9,1
RET-003406,ORD-017602,LINE-031725,2025-03-14,Customer Changed Mind,138.21,1
RET-003407,ORD-029558,LINE-053281,2025-04-03,Customer Changed Mind,266.67,1
RET-003408,ORD-019118,LINE-034482,2025-12-31,Customer Changed Mind,252.92,1
RET-003409,ORD-024297,LINE-043817,2025-04-16,Product Not As Expected,87.96,1
RET-003410,ORD-014015,LINE-025227,2025-12-25,Product Not As Expected,70.24,1
RET-003411,ORD-026347,LINE-047426,2025-08-26,Wrong Product,209.82,2
RET-003412,ORD-027975,LINE-050415,2025-06-16,Customer Changed Mind,489.66,2
RET-003413,ORD-018801,LINE-033900,2025-02-14,Damaged Product,393.14,1
RET-003414,ORD-030125,LINE-054337,2025-12-06,Wrong Product,209.15,1
RET-003415,ORD-026865,LINE-048389,2025-12-03,Wrong Product,447.64,1
RET-003416,ORD-029668,LINE-053467,2025-09-12,Customer Changed Mind,132.72,1
RET-003417,ORD-014900,LINE-026839,2025-11-21,Customer Changed Mind,108.35,1
RET-003418,ORD-015338,LINE-027639,2025-10-16,Product Not As Expected,170.21,1
RET-003419,ORD-027497,LINE-049599,2025-12-31,Damaged Product,144.19,1
RET-003420,ORD-025675,LINE-046215,2025-07-19,Delivery Issue,442.9,1
RET-003421,ORD-017870,LINE-032218,2025-06-08,Product Not As Expected,335.15,1
RET-003422,ORD-014730,LINE-026510,2025-01-28,Wrong Product,187.87,1
RET-003423,ORD-026545,LINE-047798,2025-08-15,Customer Changed Mind,319.78,1
RET-003424,ORD-028916,LINE-052118,2025-04-24,Wrong Product,946.28,1
RET-003425,ORD-021921,LINE-039576,2025-09-28,Wrong Product,594.7,2
RET-003426,ORD-022620,LINE-040865,2025-02-04,Damaged Product,186.81,1
RET-003427,ORD-015680,LINE-028264,2025-04-24,Customer Changed Mind,118.06,1
RET-003428,ORD-022699,LINE-041002,2025-12-30,Product Not As Expected,110.42,1
RET-003429,ORD-021075,LINE-038033,2025-03-19,Wrong Product,803.03,1
RET-003430,ORD-024999,LINE-045033,2025-08-28,Product Not As Expected,88.04,1
RET-003431,ORD-015330,LINE-027624,2025-12-04,Customer Changed Mind,228.85,1
RET-003432,ORD-025337,LINE-045633,2025-10-06,Customer Changed Mind,225.48,1
RET-003433,ORD-021436,LINE-038691,2025-11-18,Product Not As Expected,90.08,1
RET-003434,ORD-013709,LINE-024665,2025-09-30,Product Not As Expected,295.49,1
RET-003435,ORD-026272,LINE-047306,2025-07-27,Wrong Product,162.41,1
RET-003436,ORD-024016,LINE-043302,2025-02-28,Customer Changed Mind,112.46,2
RET-003437,ORD-029127,LINE-052497,2025-12-31,Customer Changed Mind,123.47,1
RET-003438,ORD-027677,LINE-049911,2025-06-20,Customer Changed Mind,87.56,1
RET-003439,ORD-026701,LINE-048095,2025-12-31,Customer Changed Mind,334.8,1
RET-003440,ORD-017786,LINE-032059,2025-12-31,Delivery Issue,737.5,3
RET-003441,ORD-025891,LINE-046620,2025-06-28,Customer Changed Mind,176.24,1
RET-003442,ORD-021651,LINE-039081,2025-06-08,Product Not As Expected,773.88,1
RET-003443,ORD-024514,LINE-044194,2025-05-07,Customer Changed Mind,268.9,1
RET-003444,ORD-015501,LINE-027941,2025-11-12,Customer Changed Mind,224.74,1
RET-003445,ORD-014888,LINE-026817,2025-11-08,Wrong Product,524.04,1
RET-003446,ORD-017080,LINE-030797,2025-05-23,Wrong Product,120.08,1
RET-003447,ORD-024812,LINE-044724,2025-05-14,Customer Changed Mind,853.56,2
RET-003448,ORD-025376,LINE-045698,2025-07-08,Product Not As Expected,436.66,1
RET-003449,ORD-017843,LINE-032157,2025-08-30,Damaged Product,309.75,1
RET-003450,ORD-028637,LINE-051613,2025-10-30,Product Not As Expected,858.58,1
RET-003451,ORD-029783,LINE-053685,2025-12-31,Delivery Issue,197.27,1
RET-003452,ORD-026486,LINE-047684,2025-09-10,Customer Changed Mind,362.04,1
RET-003453,ORD-021857,LINE-039456,2025-10-30,Delivery Issue,372.66,2
RET-003454,ORD-013633,LINE-024537,2025-04-16,Damaged Product,369.03,1
RET-003455,ORD-026219,LINE-047220,2025-10-10,Customer Changed Mind,72.72,1
RET-003456,ORD-029895,LINE-053911,2025-12-31,Damaged Product,42.69,1
RET-003457,ORD-023672,LINE-042689,2025-09-27,Product Not As Expected,117.19,1
RET-003458,ORD-014135,LINE-025441,2025-05-17,Customer Changed Mind,550.17,1
RET-003459,ORD-028006,LINE-050474,2025-06-22,Product Not As Expected,75.44,1
RET-003460,ORD-016681,LINE-030082,2025-07-04,Wrong Product,332.55,1
RET-003461,ORD-014403,LINE-025908,2025-10-27,Damaged Product,316.36,1
RET-003462,ORD-026152,LINE-047094,2026-01-03,Customer Changed Mind,366.26,1
RET-003463,ORD-017971,LINE-032409,2025-11-21,Wrong Product,179.82,1
RET-003464,ORD-017169,LINE-030962,2025-05-13,Product Not As Expected,300.76,1
RET-003465,ORD-020642,LINE-037239,2025-05-21,Delivery Issue,1291.13,1
RET-003466,ORD-021711,LINE-039194,2025-12-05,Damaged Product,144.66,1
RET-003467,ORD-022912,LINE-041372,2025-07-24,Wrong Product,176.55,1
RET-003468,ORD-015221,LINE-027427,2025-05-19,Damaged Product,487.15,1
RET-003469,ORD-026658,LINE-048010,2025-11-16,Delivery Issue,499.66,1
RET-003470,ORD-022471,LINE-040604,2025-09-11,Product Not As Expected,1057.16,2
RET-003471,ORD-014554,LINE-026173,2025-12-23,Delivery Issue,183.18,1
RET-003472,ORD-024890,LINE-044854,2025-05-29,Product Not As Expected,475.21,1
RET-003473,ORD-014436,LINE-025961,2025-03-02,Delivery Issue,364.62,3
RET-003474,ORD-020776,LINE-037487,2025-12-15,Customer Changed Mind,204.42,1
RET-003475,ORD-028514,LINE-051388,2025-08-11,Product Not As Expected,152.89,1
RET-003476,ORD-029792,LINE-053699,2025-07-03,Damaged Product,48.84,1
RET-003477,ORD-019578,LINE-035330,2025-12-31,Damaged Product,473.83,1
RET-003478,ORD-025861,LINE-046568,2025-04-20,Product Not As Expected,680.31,2
RET-003479,ORD-028555,LINE-051464,2025-08-26,Product Not As Expected,82.22,1
RET-003480,ORD-020412,LINE-036818,2025-08-29,Customer Changed Mind,231.48,1
RET-003481,ORD-029751,LINE-053616,2025-07-02,Product Not As Expected,603.32,1
RET-003482,ORD-015690,LINE-028283,2025-05-11,Customer Changed Mind,202.65,1
RET-003483,ORD-019561,LINE-035292,2025-12-30,Damaged Product,265.14,1
RET-003484,ORD-024696,LINE-044515,2025-05-20,Damaged Product,135.58,1
RET-003485,ORD-016267,LINE-029328,2025-09-07,Damaged Product,86.89,1
RET-003486,ORD-016177,LINE-029156,2025-12-13,Customer Changed Mind,491.51,1
RET-003487,ORD-019209,LINE-034646,2025-11-10,Customer Changed Mind,136.68,1
RET-003488,ORD-024656,LINE-044439,2025-12-04,Wrong Product,160.88,1
RET-003489,ORD-021108,LINE-038096,2025-07-29,Customer Changed Mind,171.08,1
RET-003490,ORD-017452,LINE-031455,2026-01-03,Wrong Product,184.67,1
RET-003491,ORD-017652,LINE-031821,2025-03-27,Customer Changed Mind,1211.57,4
RET-003492,ORD-029399,LINE-052979,2025-04-03,Customer Changed Mind,613.6,2
RET-003493,ORD-018333,LINE-033074,2025-10-11,Delivery Issue,98.66,1
RET-003494,ORD-014433,LINE-025954,2025-04-29,Product Not As Expected,196.34,1
RET-003495,ORD-020085,LINE-036231,2025-12-11,Delivery Issue,57.7,1
RET-003496,ORD-019508,LINE-035186,2025-12-16,Product Not As Expected,342.29,1
RET-003497,ORD-025829,LINE-046508,2025-07-19,Customer Changed Mind,202.85,1
RET-003498,ORD-027358,LINE-049334,2025-08-23,Delivery Issue,877.97,1
RET-003499,ORD-022010,LINE-039737,2025-11-29,Damaged Product,94.36,1
RET-003500,ORD-019946,LINE-035978,2025-02-01,Product Not As Expected,353.16,1
RET-003501,ORD-030058,LINE-054205,2025-05-23,Customer Changed Mind,924.01,2
RET-003502,ORD-020629,LINE-037214,2025-07-06,Wrong Product,806.16,1
RET-003503,ORD-019055,LINE-034371,2025-12-26,Customer Changed Mind,231.76,1
RET-003504,ORD-013890,LINE-025011,2025-02-27,Wrong Product,471.0,2
RET-003505,ORD-023928,LINE-043150,2025-03-07,Product Not As Expected,1138.65,1
RET-003506,ORD-026144,LINE-047080,2025-02-25,Delivery Issue,793.91,2
RET-003507,ORD-022133,LINE-039978,2025-09-04,Customer Changed Mind,729.48,1
RET-003508,ORD-015123,LINE-027247,2025-05-02,Customer Changed Mind,166.76,1
RET-003509,ORD-014338,LINE-025800,2025-10-22,Wrong Product,549.32,1
RET-003510,ORD-015654,LINE-028215,2025-09-13,Product Not As Expected,130.63,1
RET-003511,ORD-028815,LINE-051936,2025-06-13,Customer Changed Mind,374.8,1
RET-003512,ORD-018470,LINE-033315,2025-04-17,Damaged Product,305.46,1
RET-003513,ORD-019391,LINE-034980,2025-05-22,Customer Changed Mind,345.35,2
RET-003514,ORD-021820,LINE-039387,2025-07-18,Damaged Product,856.37,1
RET-003515,ORD-024548,LINE-044251,2025-11-15,Product Not As Expected,766.48,2
RET-003516,ORD-026779,LINE-048237,2025-01-30,Damaged Product,242.64,1
RET-003517,ORD-021673,LINE-039123,2026-01-06,Product Not As Expected,520.08,2
RET-003518,ORD-024993,LINE-045024,2025-08-15,Customer Changed Mind,942.58,2
RET-003519,ORD-022032,LINE-039779,2025-06-29,Damaged Product,304.91,1
RET-003520,ORD-026257,LINE-047284,2025-02-16,Wrong Product,566.41,1
RET-003521,ORD-026499,LINE-047709,2025-10-28,Customer Changed Mind,194.9,1
RET-003522,ORD-014202,LINE-025558,2025-07-16,Customer Changed Mind,587.4,1
RET-003523,ORD-027300,LINE-049229,2025-08-02,Damaged Product,460.15,1
RET-003524,ORD-021150,LINE-038175,2025-08-19,Product Not As Expected,127.41,1
RET-003525,ORD-028260,LINE-050935,2025-11-29,Damaged Product,361.26,2
RET-003526,ORD-023915,LINE-043129,2025-10-23,Damaged Product,162.8,1
RET-003527,ORD-025100,LINE-045209,2025-05-05,Product Not As Expected,981.31,2
RET-003528,ORD-020276,LINE-036579,2025-03-16,Product Not As Expected,248.85,1
RET-003529,ORD-025610,LINE-046108,2025-05-08,Delivery Issue,1680.36,1
RET-003530,ORD-027078,LINE-048795,2025-07-24,Delivery Issue,124.46,1
RET-003531,ORD-020683,LINE-037322,2025-12-31,Damaged Product,969.72,2
RET-003532,ORD-029053,LINE-052362,2025-07-06,Product Not As Expected,137.1,1
RET-003533,ORD-015018,LINE-027049,2025-06-13,Wrong Product,433.22,1
RET-003534,ORD-022603,LINE-040830,2025-02-05,Customer Changed Mind,122.25,1
RET-003535,ORD-027032,LINE-048702,2025-06-09,Customer Changed Mind,849.56,2
RET-003536,ORD-017613,LINE-031749,2025-12-10,Damaged Product,600.38,1
RET-003537,ORD-016179,LINE-029159,2025-07-19,Customer Changed Mind,270.32,1
RET-003538,ORD-015821,LINE-028517,2026-01-03,Delivery Issue,134.87,1
RET-003539,ORD-021495,LINE-038794,2025-05-23,Wrong Product,105.11,1
RET-003540,ORD-015201,LINE-027389,2025-03-03,Customer Changed Mind,153.78,1
RET-003541,ORD-022277,LINE-040248,2025-07-27,Customer Changed Mind,235.32,1
RET-003542,ORD-026353,LINE-047434,2025-12-12,Damaged Product,229.75,1
RET-003543,ORD-027276,LINE-049181,2025-06-19,Delivery Issue,411.22,1
RET-003544,ORD-022699,LINE-041003,2025-12-31,Wrong Product,675.39,2
RET-003545,ORD-029569,LINE-053303,2025-08-29,Customer Changed Mind,257.3,2
RET-003546,ORD-017055,LINE-030753,2025-06-20,Delivery Issue,204.24,1
RET-003547,ORD-027088,LINE-048813,2025-12-07,Damaged Product,114.76,1
RET-003548,ORD-016213,LINE-029222,2025-04-17,Customer Changed Mind,213.01,1
RET-003549,ORD-027327,LINE-049281,2025-07-08,Customer Changed Mind,108.56,2
RET-003550,ORD-024434,LINE-044046,2025-01-28,Customer Changed Mind,181.48,1
RET-003551,ORD-021684,LINE-039147,2025-09-28,Product Not As Expected,162.63,1
RET-003552,ORD-022754,LINE-041096,2025-11-14,Damaged Product,76.8,1
RET-003553,ORD-015488,LINE-027920,2025-12-22,Customer Changed Mind,173.79,1
RET-003554,ORD-018197,LINE-032808,2025-11-20,Product Not As Expected,358.78,1
RET-003555,ORD-029635,LINE-053410,2025-02-20,Delivery Issue,449.22,2
RET-003556,ORD-014234,LINE-025616,2025-12-01,Damaged Product,347.68,1
RET-003557,ORD-025680,LINE-046231,2025-07-19,Customer Changed Mind,364.63,1
RET-003558,ORD-016134,LINE-029084,2025-12-16,Damaged Product,117.39,1
RET-003559,ORD-023343,LINE-042145,2025-12-31,Delivery Issue,540.53,2
RET-003560,ORD-029704,LINE-053531,2025-10-20,Product Not As Expected,503.78,2
RET-003561,ORD-017048,LINE-030742,2025-12-18,Product Not As Expected,170.93,1
RET-003562,ORD-021280,LINE-038410,2025-10-17,Delivery Issue,106.96,1
RET-003563,ORD-014129,LINE-025431,2025-01-21,Customer Changed Mind,105.19,1
RET-003564,ORD-021358,LINE-038552,2025-10-11,Customer Changed Mind,310.02,2
RET-003565,ORD-022470,LINE-040603,2025-12-31,Customer Changed Mind,791.9,3
RET-003566,ORD-015308,LINE-027583,2025-08-10,Delivery Issue,204.38,1
RET-003567,ORD-026981,LINE-048605,2025-12-31,Product Not As Expected,491.52,1
RET-003568,ORD-014596,LINE-026258,2025-10-04,Delivery Issue,860.77,1
RET-003569,ORD-014272,LINE-025677,2025-12-06,Damaged Product,93.09,1
RET-003570,ORD-015458,LINE-027865,2025-05-25,Product Not As Expected,596.64,1
RET-003571,ORD-019948,LINE-035981,2025-08-19,Damaged Product,372.79,1
RET-003572,ORD-021083,LINE-038053,2025-07-13,Customer Changed Mind,197.89,1
RET-003573,ORD-016329,LINE-029449,2025-08-04,Customer Changed Mind,255.0,1
RET-003574,ORD-018225,LINE-032857,2025-07-04,Damaged Product,938.44,4
RET-003575,ORD-025286,LINE-045533,2025-12-31,Damaged Product,292.23,1
RET-003576,ORD-028343,LINE-051080,2025-12-20,Delivery Issue,526.98,1
RET-003577,ORD-015142,LINE-027282,2025-03-10,Customer Changed Mind,60.13,1
RET-003578,ORD-026671,LINE-048041,2025-08-19,Product Not As Expected,332.33,1
RET-003579,ORD-025287,LINE-045537,2025-06-06,Customer Changed Mind,151.83,3
RET-003580,ORD-026572,LINE-047848,2025-12-31,Product Not As Expected,103.59,1
RET-003581,ORD-026489,LINE-047688,2025-07-07,Customer Changed Mind,137.22,1
RET-003582,ORD-016705,LINE-030130,2025-12-21,Customer Changed Mind,201.82,1
RET-003583,ORD-021709,LINE-039189,2025-09-02,Customer Changed Mind,134.4,1
RET-003584,ORD-019530,LINE-035230,2025-08-06,Damaged Product,533.0,1
RET-003585,ORD-029217,LINE-052659,2025-05-26,Wrong Product,289.38,1
RET-003586,ORD-027115,LINE-048860,2025-12-01,Damaged Product,201.62,1
RET-003587,ORD-014993,LINE-027009,2025-04-23,Customer Changed Mind,256.94,1
RET-003588,ORD-027886,LINE-050268,2025-07-02,Product Not As Expected,311.0,1
RET-003589,ORD-025470,LINE-045859,2025-05-24,Customer Changed Mind,408.57,1
RET-003590,ORD-026229,LINE-047235,2025-03-28,Customer Changed Mind,662.89,1
RET-003591,ORD-022218,LINE-040134,2025-07-11,Delivery Issue,176.59,1
RET-003592,ORD-020642,LINE-037240,2025-05-26,Damaged Product,269.89,1
RET-003593,ORD-016032,LINE-028895,2025-08-30,Product Not As Expected,396.52,2
RET-003594,ORD-016737,LINE-030190,2025-03-03,Damaged Product,210.85,1
RET-003595,ORD-024692,LINE-044509,2025-07-15,Customer Changed Mind,502.36,2
RET-003596,ORD-029444,LINE-053074,2025-05-07,Delivery Issue,382.93,1
RET-003597,ORD-027618,LINE-049809,2025-11-10,Damaged Product,441.24,3
RET-003598,ORD-017599,LINE-031718,2025-08-11,Product Not As Expected,473.68,1
RET-003599,ORD-026699,LINE-048090,2025-04-18,Damaged Product,481.19,1
